제목,본문_clean,topic_id,topic_label
안심스테이크 오븐으로 굽기,"안녕하세요. 집들이를 하기로 해서 이래저래 고민하다안심스테이크를 해서 대접하기로 했습니다.그런데 문제인게 한두개를 굽는게 아니지요..원육을 사서 약 3~4cm두깨로 150그램이랑 200그램 두가지로 손질한다음 오븐에 구울까합니다.여유가 되면 시어링도 다시한번 하긴할텐데 일단 시어링을 안한다는 가정하에150그램 6덩이, 200그램 2덩이로 나눠 구울 예정입니다.질문1. 150그램 6덩이는 몇도에 몇분 구워야할까요?2. 200그램 2덩이는 몇도에 볓분 구워야할까요?한번에 구울거라.. 어렵네요.",1,주방 공간 배치 및 인테리어 고민
바퀴벌레에 관하여(독일바퀴)(사진은 없음),때는 24년 8월 3일 보관이사를 어쩔 수 없이 하게 되었습니다. 상당히 찝찝했지만 내가 예민할 수도 있다고 생각했었는데 8월 3일 이사 첫 날 바퀴벌레 한마리가 돌아다니다 제 발길질에 죽었구요 1주일 전인 8월 말경에는 아트월에 수컷 바퀴가 숨어있다가 한마리 더 죽였습니다. 그런데 사건은 어제 터졌죠 저는 평소 집 관리를 굉장히 깔끔하게 하기 때문에 신축 아파트에서 2년간 바퀴는 본 적도 없습니다. 근데 이사온 집에서 씽크대에서 설거지를 하려고 갔는데 바퀴 유충이 2마리가 보이길래 처음엔 딱정벌레인 줄 알고 잡고나서 별 거 아닌 줄 알았는데 또 보이더라고요? 그래서 어디로 가는지 보니깐 광파오븐기 밑으로 숨길래 광파오븐기를 들었는데 새끼들이 꽤 많길래 싹 다 잡아 조졌는데 틈새에 수컷 한마리가 또 있더라고요 그래서 죽이고 남은 새끼들도 나름 다 잡았는데 분해해서 광파오븐기 물 넣는 곳 설거지하려는데 갑자기 암컷이 숨어있더군요 그래서 죽였습니다. 오늘 세스코에서 방역하러 오긴 하는데 저정도 잡았으면 이제는 없다고 봐야 되나요?,4,광파오븐 핵심 사용/구매/레시피
"겨울 부산 여행, 국제시장 실내 관광지 추천하시나요?","겨울에 부산 여행 계획 중인데, 국제시장 근처에서 실내 관광할 만한 곳 추천받고 싶어요. 추운 날씨에 밖에서 오래 돌아다니기 힘들 것 같아서 실내에서 즐길 수 있는 장소가 절실하네요. 특히 부산 근현대역사관이나 추억보물섬 같은 곳이 눈에 띄던데, 이런 곳들 가보신 분들 실제로 어땠는지 궁금해요. 실내에서 부산의 역사나 문화를 체험할 수 있는지도 알고 싶습니다.",3,이사/생활 주변 맥락 (광파오븐 포함)
안방인테리어용으로 놓을 서랍장 추천 좀요!,"서랍장 추천 좀 해주세요!!집 분위기도 바꿔볼 겸 안방인테리어를 새로 하려는데요.저희 집에 수납공간이 너무 없어서 서랍장도 하나 구입하려구요.그동안 수납공간이 너무 없다보니, 아직은 짐들이 쌓여있어 보이거든요.지금도 여기저기 보이는 물건들이.. 거슬려요. 그리고 어차피 가구사면 한 10년은 쓸 거좀 튼튼한 서랍장으로 구입 하려는데요.어디 제품이 좋은지 좀 추천해주세요.",0,기기 오작동/소음/설정 문제
감잎차 하루 적정 섭취,안녕하세요감잎차를 주문해서 먹어 볼려구 하는데요 하루 적정량이 2잔에서 3잔이라 하는데..전 티백 사서 한개 넣고 텀블러 에 우려서 먹을려구 하거든요..상관 없을까요??,0,기기 오작동/소음/설정 문제
"아이들이 좋아하는 소전집, 실제 구매 후기가 궁금해요!","최근에 소전집을 구매하신 부모님들의 생생한 후기를 듣고 싶어요. 특히 4살과 7살 아이들이 좋아했던 소전집이 있다면, 그 책이 왜 인기가 있었는지와 아이들이 어떤 점에서 흥미를 느꼈는지 알고 싶습니다. 또한, 소전집을 통해 아이들의 독서 능력이나 상상력이 향상되었는지도 궁금합니다. 다양한 의견 부탁드려요!",4,광파오븐 핵심 사용/구매/레시피
고양이 임보,안녕하세요 고양이 두마리 키우고있는 집사입니다 제가요즘 임시보호에 관심이 있어서 해볼까하는데 이미 현재 고양이를 키우는 상황에서 임보할때 주의할점과 그런게 있을까요? 그리고 임보를 하게되면 무조건 1살이하로 데려올 생각인데 현재 집에 있는 고양이들이 스트레스를 많이 받을까요?,1,주방 공간 배치 및 인테리어 고민
최강록 밀키트 종류 뭐뭐 있어요?,최강록 밀키트 엄청 많이 나왔더라고요?! 우동도 있고 닭조림도 있던데 사먹어 보고 싶어요! 어떤 종류들이 있는지 어디서 구매할 수 있는지 알려주세요! 편의점에서 쉽게 살 수 있는것도 있을까요?,1,주방 공간 배치 및 인테리어 고민
MZ385EBT1...,MZ385EBT1 전열지어디서구매가능한가요교체하는방법은 무엇인가요,3,이사/생활 주변 맥락 (광파오븐 포함)
혹시 전자렌지를 보통 무슨 용도로 쓰시나요?,﻿ 엘지 오브제 광파오븐 안써서 처분하고 새로 구입하려는데엘지 인버터 1000W 사야하나 싶다가도내가 무엇을 자주 사용할까? 생각해 보면- 냉동밥- 빵/냉동 해동?- 고기 해동- 가끔 찐만두이외에 뭐 따로 없는거 같은데 갑자기 생각하려니? 없는거 같네요전자렌지야 딱히 고장도 잘 안나는 것 같고?쿠쿠꺼 사려니 소음이 헬기 지나가는 것 같다고 하고..좀 애매해서 그냥 삼성 엘지? 사야하나? 기왕 사는거 엘지 12만원 짜리 사야하나 그러고 있네요추천 모델 있음 알려주세요~﻿,1,주방 공간 배치 및 인테리어 고민
천안 약처방 적은 정신과 추천해주세요,고등 여학생입니다우울 강박으로 정신과 치료중인데몆달 복용 후 간수치가 경계선 근처로 오르고 손떨림이 심해서 의사에게 얘기했는데그냥 괜찮다고만 합니다아는 약사분께 물었더니 초기약인데 너무 쎄다고왜 처방했는지도 모르는 약이 너무 많다합니다아직 어린아이인데..다른 곳으로 알아보고자해요약물처방 적고 상담 위주의 천안소재 정신과 추천 부탁드립니다.. 제발 부탁드립니다 ㅠ도와주세요.,2,신축/이사 입주 시 가전 선택
약 이름 알려주세요,약 이름알려주세요,1,주방 공간 배치 및 인테리어 고민
"굴전 처음 해보는데, 부침가루랑 계란물 순서가 맞나요?","굴전 처음 도전해보는데요, 레시피마다 조금씩 순서가 다르더라고요. 부침가루 먼저 입히고 계란물 입히는 게 맞는지, 아니면 반대로 해야 하는지 헷갈립니다. 굴 씻고 나서 물기 제거한 다음에 어떻게 해야 순서가 맞는지, 그리고 주의할 점이 있다면 뭐가 있는지 궁금해요. 처음이라 실패 없이 맛있게 만들고 싶어요!",2,신축/이사 입주 시 가전 선택
자취 시작하면서 가전 사야 하는데 어디서 보는 게 좋을까요,냉장고랑 전자레인지 같이 사려고 합니다,4,광파오븐 핵심 사용/구매/레시피
microwave,이 위에 있는 단어뜻 알려주세요.,1,주방 공간 배치 및 인테리어 고민
윤곽주사 얼굴 지방분해주사 이후 오히려 살찜,"얼굴 윤곽주사(지방분해주사) 총 3회를 한달 간격으로 이중턱 부위에 맞았는데요. 마지막 시술 이후 두달이 넘었는데 그 이후로 살이 찌지 않았는데도 오히려 이중턱 맞기 전보다 더 살이 차오른 느낌이에요. 세번 다 스테로이드 성분 없는 윤곽주사였는데, 이럴경우 효과가 일시적이라고 하던데 지방세포가 다시 차오르는 과정에서 이전보다 더 살이 찔 수 있는건가요? 검색해도 실질적으로 살이 찌지 않았는데 윤곽 이후 오히려 더 살이 찐 경우는 없는것같아서 불안해요",1,주방 공간 배치 및 인테리어 고민
찐고구마 군고구마 칼로리 차이 있나요?,다이어트 중에 고구마 자주 먹는데 찐 고구마랑 군고구마 칼로리 차이가 큰가요?군고구마는 기름에 튀기거나 설탕 뿌려서 더 높을 것 같은데실제로 어느 정도 차이 나는지 궁금해요.GI 지수랑 GL 지수도 같이 비교해 보면 혈당 관리에 도움이 될 것 같아요.고구마 다이어트 하시는 분들 어떤 걸로 드시고 효과 보시는지 알려주세요!,4,광파오븐 핵심 사용/구매/레시피
"냄비에서 콩나물 삶는 시간, 3분이면 충분할까요?","냄비에 물 올리고 콩나물 삶는 경우, 3분 정도만 삶아도 비린내 없이 아삭하게 잘 익는지 궁금합니다. 요리 초보라 매번 삶을 때마다 덜 익었거나 너무 물러질까 봐 불안해서요. 블로그에서 본 대로 3분 타이머 맞추고 삶으면 되는지, 아니면 중간에 확인하면서 조절해야 하는지 조언 부탁드려요. 특히 물의 양이나 불 세기에 따라 달라질 수 있다고 해서 더 신경 쓰이네요.",5,미분류
LG 무개념 대응,"저희 집 가전제품은 100% LG제품 입니다. 2006년 말 결혼할 때, 장인어른이 금성전선 출신이라는 점 때문에 제 처가 모든 혼수를 LG로 해왔기 때문입니다.42인치 LCD TV, DVD 콤보, 드럼세탁기, 광파오븐렌지, 에어컨, 양문형 냉장고, 스탠드형 김치냉장고, 컴퓨터 모니터 모두 XCANVAS, TROM, DIOS, WHISEN, FLATRON 등 모두 LG Family Brand 제품들입니다. 그리고 지금껏 쓰고 있으니, 저도 LG 충성고객 쯤 되지 않을까요?그런 저에게 LG에 대한 극도의 분노가 처음 시작된 건 작년 여름 쯤 이었을 겁니다.제 처가 에어컨 바람을 별로 안좋아해서 2007년 초 쯤 설치한 에어컨을 거의 틀지 않았다가 작년 8월 경 아기를 낳으면서 실내온도 조절 차원에서 에어컨을 틀 기 시작한 겁니다.그런데 웬걸, 아기가 있는 안방 벽걸이형 에어컨은 물론이거니와 실외기까지 연결된 파이프 라인에서 물이 떨어지기 시작한 겁니다. 저희 집 바닥은 목재로 되어있어 안방에서 거실까지 물 떨어진 자리는 모두 썩었습니다.LG전자 서비스센터에 전화했고, AS직원이 방문하였습니다.점검해 보더니 에어컨은 멀쩡한데 설치가 잘못되어서 물이 떨어진다는 겁니다. 설치팀은 따로 있고 기계는 이상이 없으니 LG잘못이 아니라고 합니다. 롯데마트 영등포점에서 구입했으니 롯데마트 영등포점에다가 따지라는 겁니다.말이 됩니까? 저도 제조물 책임법(PL법)의 자세한 내용은 모르나 제조사에서 유통과정도 책임져야 하는 것 아닙니까? 농심 새우깡이 잘못되면 수퍼마켓에 따질까요, 농심에 따질까요.아무튼 설치팀에 연락해 보라며 AS기사는 집을 떠났습니다.어쨌든 이번에 설치팀이 방문했습니다. 에어컨을 보더니 설치는 문제가 없고 가스가 부족하다는 겁니다. 가스를 좀 채워주면서 원래는 유상인데 무상으로 한다며 선심쓰는 척하면서 가더군요.어쨌건 이제 해결되었나 싶어 에어컨을 가동하였으나, 물이 떨어지는 건 마찬가지였습니다.AS 신청을 또다시 했습니다. AS 기사 하는 말이 가스 압력은 정상이었는데 설치팀이 와서 오바해서 넣은 것 같다고 합니다. 아무튼 AS팀은 설치팀을, 설치팀은 AS팀이 잘못되었다고 하는데 과연 소비자는 누구말을 믿어야 하는거죠?에어컨 사서 처음 트는 것이지만 무상 AS 기간이 지나서 환불도 안된다는 겁니다. 저는 찍어놓은 사진과 동영상을 근거로 환불을 요구했고 LG는 수용할 수 없다는 입장만 반복했습니다.어떻게 제품을 소비자에게 판매하고 명확히 조치도 안해주면서 유통사에 책임을 전가할수가 있나요?이게 글로벌 대기업 LG의 참모습 맞습니까?아무튼 AS팀에서는 부품만 교환하면 된다며 수리를 해주겠다고 했으나 환불을 요구하며 거부했습니다. 환불받은 돈으로 삼성 하우젠 에어컨 사고싶었거든요.아무튼 그렇게 수리 안받고 1년이 지났어요. 정말 인터넷에 백방으로 올리고 비난하고 싶었으나 저희 회사가 너무도 바쁘고 중요한 시기였고, 가정적으로도 아기 태어나서 챙길게 많아 차일피일 미루다 인터넷에 올리지는 못하고 벌써 1년이 지난거죠.환불은 포기하고서라도 수리라도 받자고 마음먹고 LG에 전화했습니다.AS기사가 점검하더니 무슨 부품을 교환해야 한다더군요.금요일날 방문해서 화요일날 부품 입고되면 재 방문하기로 해놓고 연락도 없이 그다음주 금요일날 방문하였습니다. 그동안 얼마나 찜통더위 속에서 고생했던지,... 돌을 앞둔 아이는 땀띠로 고생고생했죠.아무튼 AS기사는 방문해서 부품을 교환하였으나 여전히 문제는 해결되지 않았습니다.실외기를 살펴보더니 설치가 잘못되었다는 겁니다.제품하자와 설치문제 갈팡질팡 한게 1년 전인데 1년 전 과오를 되풀이 하니 오죽 답답합니까.결국 설치를 잘못해서 비올때 합선된거라고 합니다.LG는 책임없으니 유통사 설치팀에 따지라고 하더군요.롯데마트 영등포점 담당자에게 전화했더니 설치가 잘못되었다는 문서를 한장 받아놓으면 어떻게 해보겠다고 하더군요.AS기사한테 써달라고 한 다음 사인도 했습니다.그 롯데마트 영등포점 담당자는 답해주기로 한 날이 한참 지나도 감감무소식이고, 우리 글로벌 대기업 사랑해요 LG도 여전히 연락없습니다.여러분... 정말 LG 제품 사시려고 하는 분들 필사적으로 말리고 싶습니다.너무하는거 아닙니까?너무 분해서 제대로 표현하지도 못한 것 같아요.고객이 유통사에다가 책임을 묻는 구조가 아니라, 일단 LG가 고객을 care해주고 난 다음에 LG에서 롯데마트에다가 책임을 묻는 구조가 제대로 된 조치가 아닌가요?저는 LG에서 적절한 조치를 해줄때까지 이 사실을 널리 알리고자 합니다.여러분도 많이 봐주시고 동참해주시길 부탁드립니다.절대절대 LG물건 사지 마세요,뭐 잘못되면 다 유통사에 떠 넘기고 자기네 내부 원칙만 얘기합니다.LG가 이럴 줄은 몰랐네요.",3,이사/생활 주변 맥락 (광파오븐 포함)
오븐 청소 질문드립니다,안녕하세요청소 가능하면 알려주시면감사하겠습니다,4,광파오븐 핵심 사용/구매/레시피
새로한 크라운 냄새,크라운 새로 한지 두달 조금 안되었는데 냄새가 나는 것 같아 질문드립니다.1. 10년정도 전에 신경치료후에 크라운씌워서 사용하다가 오래되기도 했고충치가 새겨 충치치료후에 새 크라운으로 완전부착한지 두달 조금 안되었습니다.2. 얼마전부터 입안에 아무것도 없이 이를 살짝 깨물고 나면 크라운 부착한곳에서쿰쿰한 입냄새?같은게 나다가 사라집니다.3. 계속해서 나지않고 저렇게 이를 한번 꼭 깨물고나서 해보면 냄새가 올라옵니다.붓거나 아프지 않고 치실로 해봤는데 냄새는 나지 않았습니다.제가 궁금한건새로 부착한지 두달도 안됐는데도 염증이 생겨 냄새가 날 수 있는지?부착한 어금니 바로 옆에는 아직 완전부착하지 않은 이제 완전부착만 하면되는크라운이 임시부착되어있는데 거기서 나는건지?궁금합니다.,2,신축/이사 입주 시 가전 선택
"다낭공항 환전, 새벽 도착 시 환율 괜찮을까요?","다낭에 새벽에 도착해서 환전해야 했는데, 다행히 공항 환전소가 열려 있었어요. 50,000원에 850,000동을 받았는데, 네이버 환율과 큰 차이가 없어서 만족스러웠습니다. 혹시 새벽 도착 시에도 공항 환전이 괜찮은 편인지, 다른 분들은 어떻게 느끼셨는지 궁금합니다.",2,신축/이사 입주 시 가전 선택
빌트인 MZ385EBT,현재 빌트인 MZ385EBT 사용하는데 MZ385EBT1으로 바꾸려고 하는데크기랑 똑같나요?,1,주방 공간 배치 및 인테리어 고민
"계란장조림 첫 도전, 반숙vs완숙 뭐가 나을까요?","계란장조림을 처음 만들어보려고 하는데요, 반숙과 완숙 중에 어떤 걸 선택해야 할지 고민이에요. 가족들이 부드러운 식감을 좋아해서 반숙으로 할까 싶은데, 장조림 특성상 오래 보관하려면 완숙이 나을 것 같기도 하고요. 반숙으로 했을 때 장조림 국물에 너무 빨리 풀어지진 않을지 걱정도 되고요. 혹시 처음 만들 때 어떤 걸 더 추천하시나요? 그리고 삶은 후 찬물에 바로 담가야 껍질 잘 까지는지도 궁금해요!",2,신축/이사 입주 시 가전 선택
"BYD 씰 내부 공간, 패밀리카로 괜찮을까요?","이번에 BYD 씰 타보고 나서 내부 공간이 꽤 넓다고 느꼈는데, 실제로 가족들이랑 장거리 여행 갈 때 어떨지 궁금해요. 뒷좌석 레그룸이나 전폭이 넓다고 하던데, 성인 4명이 타기에 충분할까요? 그리고 트렁크에 유모차나 짐 같은 거 싣고 다니기에도 불편함 없을지... 아이들 데리고 다니면서 필요한 편의 기능도 잘 갖춰져 있는지 실제 사용자분들 이야기가 듣고 싶어요.",3,이사/생활 주변 맥락 (광파오븐 포함)
"거제 심해 카페 베이커리, 솔드아웃 피하는 꿀팁 있나요?","거제 심해 카페에서 베이커리를 즐기고 싶은데, 매번 갈 때마다 솔드아웃된 빵들이 많아서 아쉬워요. 혹시 베이커리 종류별로 다 맛보신 분들 중에 솔드아웃 피하는 꿀팁이나 추천 메뉴가 있다면 공유 부탁드려요! 다음번에는 꼭 원하는 빵을 맛보고 싶어요.",5,미분류
돌돔 찌낚시용으로 두제품중  어느제품이 더 괜찮을까요??,"안녕하세요 돌돔 찌낚시용 스피닝릴 찾고있는데요 물론 LB릴을 사면 좋겠지만 사정상 ㅎㅎㅎ시마노 울테그라와 C5000XG,다이와 레가리스LT6000H 두 제품중 어느게 더 괜찮을까요??",5,미분류
17평 반포장 이사 가격문의 구리>원주,현재 집 구리 갈매동17평 1인가구5단서랍장 1개3단서랍장 1개양문 비스포크 냉장고 1개드럼세탁기 1개컴퓨터 1개컴퓨터 책상 1개컴퓨터 의자 1개소파 1개퀸 매트리스 1개행거광파오븐 1개정수기 1개현재집 2층 > 4층(100km 정도 거리)숨고 비용 150-260 사이인데다른 곳 비교도 부탁드립니다,0,기기 오작동/소음/설정 문제
40대 후반 아빠 생신선물 추천,저희 아빠는 재택근무하셔서 양복도 안입고 향수 뿌리는 스타일도 아니시고 전자기기에 빠삭하셔서 집에 마사지건이나 태블릿이며 충전기며 거치대며 마우스 키보드 다 있어요 농구 좋아하시고 스폰지밥 스누피 슬램덩크 이런 만화 좋아하세요 근데 십자인대 다치셨어요 영양제도 직접 이것저것 챙겨먹으셔서 뭐가 필요한지 모르겠고 편지는 제가 낯간지럽기도하고 무슨말을 해야할지도 모르겠어서 안될것같고 현금도 안받으셔서 도움이 될만한걸 선물해드리고싶은데 추천해주세요ㅠㅠ 인터넷에서 시킬순 없을것같고 오늘당장 살수있으면 좋겠어요 금액대는 3만원 넘으면 좀 부담될것같아요,3,이사/생활 주변 맥락 (광파오븐 포함)
키작녀가 스파링 잘하는법,전 여자 중학생인데요 키가 155정도 거든요? 복싱은 6개월 했는데 스파링 뜰때 저보다 기술적으로 약하신 분이랑 해도 제가 짧아서 잘 안때려 져요 저보다 키 덩치 큰사람 잘때리는 법좀 알려주세요,5,미분류
결혼반지 어떻게 할까요?,여자친구(예비신부)가 결혼반지 까르띠에 주문 하고 싶어 합니다... 같이 까르띠에 방문 해서 견적 맞춰보니 여성용 남성용 합쳐서 680만원 나왔습니다...여자친구는 꼭 까르띠에에서 구매 하고 싶다고 하고... 현실적으로 생각하면 결혼비용 + 신혼여행 + 신혼집(아파트 전세) + 가구 등등 다 합치면...예산이 너무 많이 나옵니다.신혼집 + 결혼예물은 저희 남자측 혼수 가구 전자제품은 여자측 결혼비용 신혼여행 은 반반 하기로 했는데 생각 보다 예산을 훨씬 초과 하고 있습니다.신혼여행은 인도네시아 발리에 갈 예정 입니다.저를 포함 부모님 지인들로부터 까르띠에는 너무 비싸다...티파니 많이 하는데 티파니에서 맞추면 좋을 거 같은데 왜 하필 까르띠에 인지 모르겠다 하시고..티파니랑 까르띠에 차이 많이 나나요??여자친구를 어떻게 설득 할까요?,0,기기 오작동/소음/설정 문제
"맘스터치 굿즈, 액막이 명태 키링 받으려면 어떻게 주문해야 하나요?","맘스터치에서 직화불고기버거 세트 사고 액막이 명태 키링 받으려고 하는데요, 어떻게 주문해야 받을 수 있는지 헷갈려서요. 그냥 세트 메뉴로 주문하면 자동으로 주는 건지, 아니면 따로 옵션에서 선택해야 하는지 궁금합니다. 혹시 이미 받아보신 분들 계시면 주문 팁 좀 공유해 주세요!",5,미분류
LG전자 MLJ39CW 와 MLJ39WW 차이,무슨 차이 일까요?,4,광파오븐 핵심 사용/구매/레시피
조기 폐경인지 확인하려면 어떤 검사를 받아야 할까요?,"가족 중 조기 폐경 가능성 이야기를 듣고 제 상태도 확인하고 싶습니다. 조기 폐경인지 확인하려면 어떤 검사를 받아야 할까요?조기 폐경 여부를 판단하는 주요 검사로 어떤 혈액 호르몬(FSH, LH, 에스트로겐, AMH)을 보나요? 필요시 난소 상태를 확인하는 영상검사도 하나요? 검사 시기는 증상과 상관없이 언제 받는 것이 좋나요? 검사 전 준비나 피해야 할 약물이 있나요?",2,신축/이사 입주 시 가전 선택
혈액검사 결과 봐주세요,"만32세 남자입니다.공단검진이랑 갑상선호르몬, 소변검사 추가 했는데요고지혈증, 갑상선기능저하증 관련 궁금합니다.다른 부분 의심할만한거 있으면 그것도 알려주시면 감사하겠습니다.거품뇨 1달 넘어서 검사한건데 요단백은 정상이네요...",2,신축/이사 입주 시 가전 선택
"정동진 일출, 주차는 몇 시쯤 가야 원활할까요?","정동진 일출 보러 가려고 계획 중인데, 주차가 정말 걱정입니다. 블로그 보니까 새벽 4시쯤 가면 그나마 낫다고 하던데, 혹시 최근에 다녀오신 분들 주차 팁 좀 공유해주실 수 있나요? 주차장 위치나 대기 방법 같은 꿀팁이요. 가족들이랑 가는 거라 차 안에서 오래 기다리는 건 피하고 싶어서요. ㅠㅠ",3,이사/생활 주변 맥락 (광파오븐 포함)
포켓몬스터 실드 익스팬션 패스 세일,익스팬션 패스 e숍이나 온라인 매장 등에서 세일 하나요?,3,이사/생활 주변 맥락 (광파오븐 포함)
브라우니가 안굳어요,"지난번부터 브라우니를 굽고나면 표면은 잘구워진거같은데냉장고 식히고 자르려하면 파베라고 쳐도 속이 너무 굽기전 반죽같이 되직하고..잘안잘려요... 온도,굽는시간이 잘못된걸까요 반죽이 문제였을까요레시피는 https://youtu.be/F3ZQ4fy23YE?si=5-C64jzsE4mIGeic오븐은 광파오븐이라 온도를 10도 더올리고 구웠습니다",1,주방 공간 배치 및 인테리어 고민
생선뼈를 버리는데  어떻게 하나요?,논 들어가는 포장도로에 식당에서 나오는 생선뼈를 자꾸 버리는데 어떻게 조치할수 있는 방법이 있나요?,4,광파오븐 핵심 사용/구매/레시피
"대전 성심당 딸기시루, 꼭 먹어봐야 할 특별한 이유 있나요?","요즘 SNS에서 핫하다는 대전 성심당 딸기시루, 대체 어떤 매력이 있길래 다들 극찬하는 걸까요? 평소 딸기 덕후라 디저트라면 사족을 못 쓰는데, 이번 주말에 대전 갈 일이 생겨서 성심당 들릴까 고민 중이에요. 딸기시루가 그 정도로 가치가 있는지, 아니면 다른 추천할 만한 빵이 있는지 궁금해요. 혹시 드셔보신 분들 중에 맛의 비밀이나 특별한 점 공유해주실 수 있나요? 처음 가는 거라 기대 반 걱정 반입니다!",3,이사/생활 주변 맥락 (광파오븐 포함)
새멍할 때 꼭 챙겨야 할 필수 아이템 추천해주세요!,"새멍하러 갈 때 꼭 필요한 준비물이 뭐가 있을까요? 블로그에서 보니까 영하 10도까지 내려간다던데, 따뜻하게 입는 건 기본이고 또 뭐가 필요할까요? 쌍안경이나 망원렌즈는 꼭 있어야 하는지, 그리고 그 외에 핫팩 말고 또 챙길만한 게 있는지 궁금해요. 처음이라 뭐가 뭔지 잘 모르겠네요. 새멍 고수님들의 꿀팁 부탁드립니다!",3,이사/생활 주변 맥락 (광파오븐 포함)
창원 이사와 가정폐기물수거 동시 가능한 업체가 있을까요?,한동에서 반경 (1킬로 이내)아파트에서 오피스텔로 이사예정입니다아파트4층 (엘베없음)버릴것850리터 냉장고 15킬로 통돌이 세탁기18평 벽걸이 에어컨화장대 아일랜드식탁 광파오븐렌지 실내자전거 수납장...기타 잡화이사시 오피스텔로47인치 티비 퀸사이즈 매트리스와 깔판옷박스 해체한행거등...만 갖고갈 계획입니다이상와 폐기물수거가 한날 동시에 가능한 업체가 있을까요?,0,기기 오작동/소음/설정 문제
얼은 크림치츠 녹여서 바스크치즈케잌 만들수있을까요??,부모님이 편의점을 하셔서 크림치즈(200g짜리 2개)를 재고로 주문했는데 알바분 실수로 냉동실에 넣어놔서일단 냉장실에 천천히녹이고 쓸려는데 가능할까요?? 오븐 안쓰고 광파기 사용해요(에어프라이기랑 비슷하게 보시면 되요),1,주방 공간 배치 및 인테리어 고민
LG 혼수 가전 비대면 견적,"혼수로 LG가전을 맞출 계획인데, 비대면 견적 업체 담당자분들 연락부탁드립니다.7월 중순 입주 예정이며 아래 품목입니다.TV : LG 올레드 AI (스탠드형) B5, 163cm (65"") (OLED65B5SNA)세탁+건조기 : LG트롬 오브제컬렉션 워시타워 25/22kg (WL22KDU)냉장고 : LG디오스 오브제컬렉션 Fit&Max 613L (M626GBB032)공기청정기 : LG퓨리케어 AI 오브제컬렉션 360' 공기청정기 UV살균 G필터, 114m2 (AS355NSEL)스탠바이미 : LG스탠바이미2 (27LX6TPGA)로봇청소기 : LG코드제로 AI 오브제컬렉션 로보킹 올인원 (자동급배수) (B95AWDTH)청소기 : LG코드제로 A5 (AS520WA)오븐 : LG디오스 오브제컬렉션 광파오븐, 32L (MLJ32ERS)유사기능으로 세부모델명 일부 변경은 가능하나, 등급이나 종류 변경은 불가합니다.",0,기기 오작동/소음/설정 문제
타투 연고 약국...,타투 연고 약국에서 살 수 있는 걸로 추천 좀 해주세여ㅠ,3,이사/생활 주변 맥락 (광파오븐 포함)
에어팟4액티브를 잃어버렸는데 찾기가 아니라 경로로 나와요 버그인가요?,쿠팡에서는 할수 있다는데 왜그러는거레요,1,주방 공간 배치 및 인테리어 고민
"문화가 있는 날, 수요일 저녁 가족 나들이 어디가 좋을까요?","매주 수요일마다 문화 혜택이 많아진다고 해서 이번 주부터 가족들이랑 저녁 나들이 계획을 세우고 있어요. 영화 말고도 고궁 입장이나 박물관, 미술관 야간 개방도 있다는데, 서울 내에서 가족끼리 가기 좋은 곳 추천 부탁드려요. 특히 아이들이랑 같이 가면 더 좋을 곳이나 체험 프로그램도 있는지 궁금합니다. 수요일 저녁 알차게 보낼 수 있는 코스 있으면 공유해 주세요!",3,이사/생활 주변 맥락 (광파오븐 포함)
"용화동 빌라 3층(엘리베이터 있음)에서 둔포 이지더원 아파트 이사비용 견적문의드려요 퀸사이즈 침대, 화장대,","용화동 빌라 3층에서 둔포 이지더원 아파트 이사비용 견적문의드려요퀸사이즈 침대, 화장대, 와이드서랍장(3단씩 총 6단), 거실테이블, 양문형냉장고, 디오스광파오븐, 밥솥,청소기, 선풍기2대, 총 길이 340cm 롤스크린 드레스룸(600,800,900,600,400 따로 분리되어있음)큰 짐은 이 정도입니다.단, 용화동 빌라 내 엘리베이터가 협소하여 침대매트리스와 냉장고 사다리차로 내려야합니다!3월 24일 이사예정입니다.반포장이상 또는 포장이사 1톤 2대 또는 2.5톤 견적부탁드립니다!무료견적 받으라는 업체홍보 답변 거절합니다",0,기기 오작동/소음/설정 문제
주방 키 큰 수납장 렌지대 밥솥다이로 사용할만한 가구 추천,"밥솥, 전자레인지(전자렌지), 에어프라이어, 커피포트, 커피머신 등.. 좁은 주방을 효과적으로 정리할 수 있었으면 좋겠고, 모든 전자제품들의 케이블 정리까지 깔끔하게 정리정돈할 수 있는 주방수납장으로 추천해주세요. 세상 지저해서.. 좁은 주방으로 폭은 좁지만 높이가 있으니, 키 큰 수납장과 렌지대로 추천해주세요.사게되면 시리즈구성도 생각하고 있어요. 홈카페 분위기나는 스타일도 좋아요.각종 주방용품 (주방 그릇, 찻잔, 와인잔, 기타 ..) 다 담을 수 있는 비스포크 팬트리장도 좋아요.",0,기기 오작동/소음/설정 문제
"마라 버거와 어울리는 사이드 메뉴, 어떤 게 있을까요?","맥도날드에서 새로 나온 마라 버거를 주문하려고 하는데, 마라 버거와 잘 어울리는 사이드 메뉴가 뭐가 있을지 고민이에요. 마라 시즈닝 맥쉐이커도 괜찮을 것 같은데, 혹시 다른 추천해주실 만한 사이드 메뉴가 있을까요? 마라 버거의 얼얼한 맛을 중화시켜줄 수 있는 메뉴나, 함께 먹으면 더 맛있는 조합이 있다면 공유 부탁드려요!",5,미분류
